SSRN Abstract URL,SSRN Article id,Article Title,Article Citation,Number of pages,Posted date,Last Revised,Authors,SSRN Downloads,SSRN Article Rank,SSRN Citations,Keywords
https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3009903,3009903,Democracy and Legitimacy in Investor-State Arbitration,126 YALE LAW JOURNAL FORUM 65,12,2017-Jul-31,2017-Dec-29,"{'Cory Adkins': 'Yale University - Law School', 'David Singh Grewal': 'Yale University - Law School'}",67,"517,088",1,"Chapter 11 Arbitration, TransCanada, Clayton Award"
https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3009835,3009835,Before Peer Production: Infrastructure Gaps and the Architecture of Openness in Synthetic Biology,"Stanford Technology Law Review, Vol. 20, p. 143, 2017, Yale Law School, Public Law Research Paper No. 611",69,2017-Jul-31,2017-Sep-27,{'David Singh Grewal': 'Yale University - Law School'},58,"555,385",2,"Synthetic Biology, Peer Production, iGEM Competition, BioBrickTM Public Agreement"
https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3009935,3009935,The Domestic Analogy Revisted: Hobbes on International Order,"125 Yale Law Journal 620 (2016), Yale Law School, Public Law Research Pape",64,2017-Jul-31,None,{'David Singh Grewal': 'Yale University - Law School'},57,"559,953",none,"International Order, International Conflict, Global Sovereign, Thomas Hobbes, Domestic Politics, International Law"
https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3009901,3009901,Two Views of International Trade in the Constitutional Order,"94 Texas Law Review 1495 (2016), Yale Law School, Public Law Research Paper No. 614",32,2017-Jul-31,None,"{'Cory Adkins': 'Yale University - Law School', 'David Singh Grewal': 'Yale University - Law School'}",49,"599,059",none,"U.S. Constitutional Order, Global Commerce, Globalization, International Trade Tracks"
https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3009944,3009944,Book Review: Empire\'s Law,14 Yale Journal of Law and Humanities 211 (2002),10,2017-Jul-31,None,{'David Singh Grewal': 'Yale University - Law School'},30,"712,779",none,globalization
https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2443681,2443681,The Impact of Right to Carry Laws and the NRC Report: The Latest Lessons for the Empirical Evaluation of Law and Policy,Stanford Law and Economics Olin Working Paper No. 461,108,2014-May-31,2014-Sep-05,"{'Abhay Aneja, John J. Donohue': 'Stanford University, Stanford Law School', 'Alexandria Zhang': 'Johns Hopkins University'}","6,652","1,695",4,
https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2131606,2131606,The Impact of Right to Carry Laws and the Nrc Report: The Latest Lessons for the Empirical Evaluation of Law and Policy,NBER Working Paper No. w18294,109,2012-Aug-18,2022-Dec-28,"{'Abhay Aneja, John J. Donohue': 'Stanford University, Stanford Law School', 'Alexandria Zhang': 'Johns Hopkins University'}",57,"569,494",none,"Crime control, econometric methodology, right-to-carry legislation, model sensitivity"
https://papers.ssrn.com/sol3/papers.cfm?abstract_id=1632599,1632599,The Impact of Right-To-Carry Laws and the NRC Report: Lessons for the Empirical Evaluation of Law and Policy,5th Annual Conference on Empirical Legal Studies Pape,51,2010-Jul-01,2011-Jan-13,"{'Abhay Aneja, John J. Donohue': 'Stanford University, Stanford Law School', 'Alexandria Zhang': 'Johns Hopkins University'}","1,363","22,960",8,
https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2990220,2990220,Right-to-Carry Laws and Violent Crime: A Comprehensive Assessment Using Panel Data and a State-Level Synthetic Controls Analysis,"Stanford Law and Economics Olin Working Paper No. 508, Columbia Business School Research Paper No. 17-67, Stanford Public Law Working Pape",102,2017-Jun-22,2017-Sep-10,"{'John J. Donohue, Abhay Aneja': 'Stanford Law School, Stanford University', 'No Name': 'Columbia University - Columbia Business School, Economics'}",529,"82,571",2,"Crime control, econometric methodology, right-to-carry legislation, model sensitivity"
https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2988731,2988731,Right-to-Carry Laws and Violent Crime: A Comprehensive Assessment Using Panel Data and a State-Level Synthetic Control Analysis,NBER Working Paper No. w23510,126,2017-Jun-19,2023-Mar-29,"{'John J. Donohue, Abhay Aneja': 'Stanford Law School, Stanford University', 'No Name': 'Columbia University - Columbia Business School, Economics'}",164,"281,561",none,
https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3767092,3767092,Financial Inclusion in Politics,"USC CLASS Research Paper No. CLASS21-3, USC Law Legal Studies Paper No. 21-3",59,2021-Feb-06,2021-Mar-12,"{'Abhay Aneja, Jacob M. Grumbach': 'Stanford University, University of Washington', 'Abby K. Wood': 'University of Southern California Gould School of Law'}",315,"151,180",none,"Guns, Violent Crime, Regulation, Synthetic Controls"
https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3327969,3327969,Can Political Parties Improve Minority Welfare? Evidence from India\'s \'Silent Revolution\',,73,2019-Feb-13,2020-Feb-07,"{'Abhay Aneja': 'Stanford University', 'S.K. Ritadhi': 'Ashoka University'}",65,"525,260",none,
https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2610465,2610465,Political Bonds: Political Hazards and the Choice of Municipal Financial Instruments,NBER Working Paper No. w21188,38,2015-May-26,2022-Nov-29,"{'Abhay Aneja, Marian Moszoro': 'Stanford University, Warsaw School of Economics (SGH)', 'Pablo T. Spille': 'University of California, Berkeley - Business & Public Policy Group'}",24,"756,859",none,"campaign finance, First Amendment, voting rights, elections, equality, speech, racial wealth gap"
https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3687954,3687954,The Costs of Employment Segregation: Evidence from the Federal Government Under Woodrow Wilson,NBER Working Paper No. w27798,76,2020-Sep-11,2022-Dec-16,"{'Abhay Aneja': 'Stanford University', 'Guo Xu': 'University of California, Berkeley - Haas School of Business'}",11,"867,704",none,Ethnic politics; minority representation; electoral quotas; Scheduled Castes/Tribes; redistribution
https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3797051,3797051,Structural Biases in Structural Constitutional Law,"New York University Law Review, Vol. 97, pp. 59-136, 2022",78,2021-Mar-04,2022-Apr-22,"{'Jonathan Gould': 'University of California, Berkeley - School of Law', 'David Poze': 'Columbia University - Law School'}","2,285","10,267",none,"constitutional law; constitutional theory; institutional design; regulation; law and politics; law and political economy; Congress, courts, and agencies; polarization; parties"
https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3812526,3812526,Democratizing the Senate from Within,Harvard Public Law Working Paper No. 21-11,56,2021-Mar-25,2021-Nov-22,"{'Jonathan Gould, Kenneth Shepsle': 'University of California, Berkeley - School of Law, Harvard University - Department of Government', 'Matthew Stephenso': 'Harvard Law School'}",565,"76,901",none,"Filibuster, Senate, Democracy, Cloture, Equality, Legislative Procedure, Constitutional Law"
https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3889828,3889828,The Politics of Deference,"Vanderbilt Law Review, Vol. 75, 2022, Harvard Public Law Working Paper No. 21-42",78,2021-Jul-22,2022-Mar-17,"{'Gregory Elinson': 'Northern Illinois University - College of Law', 'Jonathan Gould': 'University of California, Berkeley - School of Law'}",457,"99,601",none,"Administrative Law, Bumpers Amendment, Chevron, Deference, Deregulation, Regulation, Regulatory Politics, Regulatory Reform"
https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3769465,3769465,Codifying Constitutional Norms,"Georgetown Law Journal, Forthcoming, UC Berkeley Public Law Research Paper Forthcoming",63,2021-Jan-22,2021-May-07,"{'Jonathan Gould': 'University of California, Berkeley - School of Law'}",327,"145,362",none,"Norms, Constitutional Norms, Codification, Constitutional Law, Democracy, Governance"
https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3615167,3615167,Law Within Congress,"Yale Law Journal, Vol. 129, No. 7, 1946, 2020",83,2020-Jun-01,None,"{'Jonathan Gould': 'University of California, Berkeley - School of Law'}",299,"160,293",none,"Congress, Legislation, Legislative Procedure"
https://papers.ssrn.com/sol3/papers.cfm?abstract_id=4134733,4134733,Puzzles of Progressive Constitutionalism,"Harvard Law Review, Vol. 135, No. 8, p. 2054, 2022",57,2022-Jun-17,None,"{'Jonathan Gould': 'University of California, Berkeley - School of Law'}",218,"219,448",none,"Constitutional Law, Constitutional Structure, Constitutional Theory, Democracy, Institutional Design, Judicial Review, Liberalism, Progressivism"
https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3873106,3873106,The Law of Legislative Representation,"Virginia Law Review, Vol. 107, No. 4, 2021",79,2021-Jul-08,None,"{'Jonathan Gould': 'University of California, Berkeley - School of Law'}",94,"425,077",none,"Congress, Representation, Legislators, Legislative Procedure, Law of Democracy"
https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3773708,3773708,Rethinking Swing Voters,"Vanderbilt Law Review, Vol. 74, No. 1, 85, 2021",58,2021-Feb-18,None,"{'Jonathan Gould': 'University of California, Berkeley - School of Law'}",69,"509,207",none,"swing voter, pivotal voter, supreme court, congress, institutional design"
https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3469365,3469365,Diversity to Deradicalize,,63,2019-Oct-23,None,{'Asad Rahim': 'American Bar Foundatio'},179,"260,865",1,
https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3441375,3441375,Corporate Law and Social Risk,"Vanderbilt Law Review, Forthcoming",73,2019-Aug-24,2020-May-22,"{'Stavros Gadinis': 'University of California, Berkeley - School of Law', 'Amelia Miazad': 'UC Davis School of Law'}","1,744","15,823",6,"sustainability, esg, shareholder primacy, fiduciary duties, Delaware"
https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3802194,3802194,Prosocial Antitrust,"Hasting Law Journal (Forthcoming, 2021) ",68,2021-Mar-11,2021-Oct-29,{'Amelia Miazad': 'UC Davis School of Law'},992,"36,387",none,"Antitrust, Corporate Purpose, ESG, Corporate Governance, Systematic Risk, Corporate Sustainability"
https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3123987,3123987,The Hidden Power of Compliance,,56,2018-Mar-02,None,"{'Stavros Gadinis': 'University of California, Berkeley - School of Law', 'Amelia Miazad': 'UC Davis School of Law'}",761,"52,431",2,"Fiduciary Duties, Bad Faith, Caremark, Compliance, Chief Legal Officer"
https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3675968,3675968,"Sex, Power, and Corporate Governance","UC Davis Law Review, Vol. 54, No. 4, 2020",91,2020-Oct-05,None,{'Amelia Miazad': 'UC Davis School of Law'},508,"87,770",none,"Corporate Law, Gender, Sexual Harassment, Culture, ESG, Compliance, #MeToo, Social Movements"
https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3869176,3869176,A Test of Stakeholder Governance,"Journal of Corporation Law, Forthcoming",66,2021-Jun-29,2021-Aug-25,"{'Stavros Gadinis': 'University of California, Berkeley - School of Law', 'Amelia Miazad': 'UC Davis School of Law'}",479,"94,464",1,"corporate governance, corporations, corporate purpose, shareholder primacy, stakeholder governance, stakeholder capitalism, corporate sustainability, ESG, environmental, social, social risk, CSR, boards of directors"
https://papers.ssrn.com/sol3/papers.cfm?abstract_id=4222100,4222100,D&O Insurers as Climate Governance Monitors,,65,2022-Sep-28,2023-Feb-13,{'Amelia Miazad': 'UC Davis School of Law'},476,"94,965",none,"ESG, D&O Insurance, Corporate Governance, Corporate Sustainability, Private Environmental Law"
https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2758851,2758851,Access to Justice for Women: India\'s Response to Sexual Violence in Conflict and Social Upheaval,UC Berkeley Public Law Research Paper No. 2758851,62,2016-Apr-12,None,"{'Roxanna Altholz, Angana Chatterji, Angana Chatterji, Laurel E. Fletcher': 'Gender, University of California, Berkeley - School of Law', 'Mallika Kau': 'GenderUniversity of California, Berkeley - Center for Race'}",160,"288,520",1,"Sexual violence, India, women\'s human rights"
https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3475224,3475224,Student Debt is a Civil Rights Issue: The Case for Debt Relief and Higher Education Reform,"Harvard Civil Rights- Civil Liberties Law Review (CR-CL), Vol. 55, No. 1, 2020, p 131-198",68,2020-Feb-04,2022-Jul-26,"{'Dali\\xc3\\xa9 Jim\\xc3\\xa9nez': 'University of California, Irvine School of Law', 'Jonathan Glate': 'University of California, Los Angeles (UCLA)'}",590,"72,870",1,"student debt, consumer debt, higher education, higher education financing, higher education access, civil rights, consumer protection"
https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2597251,2597251,Student Debt and Higher Education Risk,"California Law Review, Vol. 103, No.6, 2015, pp.1561-1614, UC Irvine School of Law Research Paper No. 2015-46",55,2015-Apr-22,2016-Jan-30,"{'Jonathan Glate': 'University of California, Los Angeles (UCLA)'}",373,"125,993",none,
https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3539622,3539622,The Sovereign Shield,"73 Stanford L. Rev. 969 (2021), UC Irvine School of Law Research Paper No. 2020-28",78,2020-Mar-10,2021-May-05,"{'Kate Elengold': 'UNC School of Law', 'Jonathan Glate': 'University of California, Los Angeles (UCLA)'}",266,"180,115",none,"constitutional law, federalism, separation of powers, consumer law, student debt, government contracting"
https://papers.ssrn.com/sol3/papers.cfm?abstract_id=1871305,1871305,The Other Big Test: Why Congress Should Allow College Students to Borrow More Through Federal Aid Programs,"New York University Journal of Legislation and Public Policy, Vol. 14, 2011, UC Irvine School of Law Research Paper No. 2011-26",65,2011-Jul-23,2012-Jun-02,"{'Jonathan Glate': 'University of California, Los Angeles (UCLA)'}",216,"220,446",2,
https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2674718,2674718,Student Debt and the Siren Song of Systemic Risk,UC Irvine School of Law Research Paper No. 2015-85,50,2015-Oct-18,None,"{'Jonathan Glate': 'University of California, Los Angeles (UCLA)'}",204,"232,350",none,
https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2674720,2674720,When a Reporter Enters a Bamboo Grove: Reflections on Serial,"Ohio State Journal of Criminal Law, 2015, Forthcoming, UC Irvine School of Law Research Paper No. 2015-84",16,2015-Oct-18,None,"{'Jonathan Glate': 'University of California, Los Angeles (UCLA)'}",125,"348,718",none,
https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2493865,2493865,The Unsupportable Cost of Variable Pricing of Student Loans,"Washington and Lee Law Review, Vol. 70, No. 4, 2013, UC Irvine School of Law Research Paper No. 2014-46",45,2014-Sep-11,None,"{'Jonathan Glate': 'University of California, Los Angeles (UCLA)'}",95,"422,077",none,
https://papers.ssrn.com/sol3/papers.cfm?abstract_id=4072193,4072193,Creditor Colleges: Canceling Debts that Surged during COVID-19 for Low-Income Students,,20,2022-Apr-06,None,"{'Charlie Eaton, Jonathan Glater, Laura Hamilton': 'University of California, Merced, University of California, Los Angeles (UCLA), University of California, Merced', 'Dali\\xc3\\xa9 Jim\\xc3\\xa9nez': 'University of California, Irvine School of Law'}",91,"433,936",none,"student debt, inequality, financial aid, higher education"
https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3670960,3670960,The Sovereign in Commerce,73 Stan L. Rev. 1101 (2021),62,2020-Sep-17,2021-Jun-02,"{'Kate Elengold': 'UNC School of Law', 'Jonathan Glate': 'University of California, Los Angeles (UCLA)'}",86,"449,119",none,
https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2702135,2702135,Private Offerings and Public Ends: Reconsidering the Regime for Classification of Investors Under the Securities Act of 1933,"Connecticut Law Review, Vol. 48, No. 2, 2015, pp.355-395, UC Irvine School of Law Research Paper No. 2016-01",43,2015-Dec-12,2016-Jan-30,"{'Jonathan Glate': 'University of California, Los Angeles (UCLA)'}",83,"458,842",none,
https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2493861,2493861,Hurdles of Different Heights for Securities Fraud Litigants of Different Types,"Columbia Business Law Review, Vol. 2014, No. 1, 2014, UC Irvine School of Law Research Paper No. 2014-45",65,2014-Sep-11,None,"{'Jonathan Glate': 'University of California, Los Angeles (UCLA)'}",64,"529,392",none,
https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3920519,3920519,Qualified Sovereignty,"Washington Law Review, Forthcoming",39,2021-Sep-13,None,"{'Kate Elengold': 'UNC School of Law', 'Jonathan Glate': 'University of California, Los Angeles (UCLA)'}",57,"559,953",none,
https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3757029,3757029,Foreword | Delivering on Debt Relief,Student Borrower Protection Center Research Pape,9,2021-Jan-05,None,"{'Seth Frotman, Dali\\xc3\\xa9 Jim\\xc3\\xa9nez': 'Student Borrower Protection Center, University of California, Irvine School of Law', 'Jonathan Glate': 'University of California, Los Angeles (UCLA)'}",55,"569,433",none,"student loan, student debt, cancellation, forgiveness, discharge"
https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3148160,3148160,Law and the Conundrum of Higher Education Quality,"UC Davis Law Review, Vol. 51, No. 3, 2018, UC Irvine School of Law Research Paper No. 2018-23",46,2018-Mar-26,None,"{'Jonathan Glate': 'University of California, Los Angeles (UCLA)'}",41,"642,779",none,
https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3240635,3240635,The Sequential Movement Challenge of Higher Education Access,"Belmont Law Review, Volume 5, pp. 1-26 (2018), Belmont University College of Law Research Paper No. 2018-24",26,2018-Sep-10,None,"{'Jonathan Glate': 'University of California, Los Angeles (UCLA)'}",36,"673,027",none,Higher Education Access
https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2493869,2493869,A Broad View of Access,"Loyola of Los Angeles Law Review, Vol. 39, No. 2, 2006, UC Irvine School of Law Research Paper No. 2006-2493869",10,2014-Sep-12,None,"{'Jonathan Glate': 'University of California, Los Angeles (UCLA)'}",28,"726,963",none,
https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3942940,3942940,Questioning Questions in the Law of Democracy: What the Debate over Voter ID Laws\' Effects Teaches about Asking the Right Questions,"UCLA Law Review, 2022",48,2021-Oct-18,2021-Nov-03,"{'Emily Rong Zhang': 'Stanford University, Department of Political Science'}",483,"93,541",none,voting rights; voter ID; voter identification; election law; law and social science
https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3942934,3942934,Native American Representation: What the Future Holds,"Idaho Law Review, Vol. 56, 2020",16,2021-Dec-07,None,"{'Emily Rong Zhang': 'Stanford University, Department of Political Science'}",34,"685,712",none,Native American; voting rights; redistricting
https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3942902,3942902,Bolstering Faith with Facts: Supporting Independent Redistricting Commissions with Redistricting Algorithms,"California Law Review, Vol. 109, 2021",31,2021-Dec-07,None,"{'Emily Rong Zhang': 'Stanford University, Department of Political Science'}",33,"692,294",none,independent redistricting commission; redistricting algorithm; partisan gerrymandering
https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3942795,3942795,Blurred Lines: Conjoined Polarization and Voting Rights,"Ohio State Law Journal, Vol. 77, No. 4, 2016",38,2021-Oct-18,None,"{'Emily Rong Zhang': 'Louise Travers Department of Political Science', 'Bruce E. Cai': 'University of California, Berkeley - Charles'}",19,"797,103",1,"polarization, voting rights, racial gerrymandering, Voting Rights Act"
https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3942897,3942897,New Tricks for an Old Dog: Deterring the Vote Through Confusion in Felon Disenfranchisement,"Missouri Law Review, Vol. 84, No. 4, 2019",19,2021-Dec-16,None,"{'Emily Rong Zhang': 'Stanford University, Department of Political Science'}",18,"805,434",none,"felon disenfranchisement, voter confusion"
https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3942939,3942939,Voting Rights Lawyering in Crisis,CUNY Law Review Vol. 24 (2021),22,2021-Nov-18,None,"{'Emily Rong Zhang': 'Stanford University, Department of Political Science'}",18,"805,434",none,voting rights; coronavirus
https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3942885,3942885,A Reasonable Bias Approach to Gerrymandering: Using Automated Plan Generation to Evaluate Redistricting Proposals,"William & Mary Law Review, Vol. 59, No. 5, 2018",38,2021-Dec-16,None,"{'Bruce E. Cain, Wendy Cho, Yan Y. Liu': 'Stanford University, Department of Political Science', 'Emily Rong Zhang': 'Louise Travers Department of Political Science, University of Illinois at Urbana-Champaign, University of Illinois at Urbana-Champaign'}",9,"885,787",none,redistricting algorithm; partisan gerrymandering; gerrymandering
https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3830897,3830897,"Executive Control of Agency Adjudication: Capacity, Selection and Precedential Rulemaking",,49,2021-Apr-30,2021-Sep-20,"{'David Hausman, Daniel E. Ho, Mark Krass': 'Stanford University, Department of Political Science, Stanford Law School, Stanford Law SchoolStanford Department of Political Science', 'Anne M McDonough': 'RegLab, Stanford Law School'}",366,"128,686",none,"administrative law, administrative adjudication, immigration"
https://papers.ssrn.com/sol3/papers.cfm?abstract_id=1981755,1981755,How Congress Could Reduce Job Discrimination by Promoting Anonymous Hiring,64 Stan. L. Rev. 1343 (2012),28,2012-Jan-09,2012-Jun-25,"{'David Hausma': 'Stanford University, Department of Political Science'}",348,"136,075",none,employment discrimination
https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2568960,2568960,The Failure of Immigration Appeals,"University of Pennsylvania Law Review, Forthcoming",53,2015-Feb-26,2015-Nov-23,"{'David Hausma': 'Stanford University, Department of Political Science'}",238,"200,850",1,"immigration court, empirical legal studies, administrative review, appeals"
https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3927437,3927437,The Unexamined Law of Deportation,"Georgetown Law Journal, Forthcoming",54,2021-Sep-24,2021-Oct-25,"{'David Hausma': 'Stanford University, Department of Political Science'}",174,"268,646",none,"immigration, empirical legal studies, administrative law"
https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3877470,3877470,The Danger of Rigged Algorithms: Evidence from Immigration Detention Decisions,,26,2021-Jul-08,None,"{'David Hausma': 'Stanford University, Department of Political Science'}",169,"274,150",none,"immigration, risk assessment, algorithmic decisionmaking, empirical legal studies"
https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2025706,2025706,When and Why the South African Government Disobeys Court Orders,"Stanford Journal of International Law, Vol. 48, 2012",23,2012-Mar-19,None,"{'David Hausma': 'Stanford University, Department of Political Science'}",120,"359,340",none,"South Africa, socio-economic rights, courts, compliance"
https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2816538,2816538,Reviewing Administrative Review,"Yale Journal on Regulation, Forthcoming",57,2016-Aug-02,2020-Oct-20,"{'David Hausma': 'Stanford University, Department of Political Science'}",103,"400,009",none,
https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3100527,3100527,Nationwide Injunctions and Nationwide Harm,"Harvard Law Review, Vol. 131, No. 2, 2017",7,2018-Jan-18,None,"{'Spencer E. Amdur': 'Yale University - Law School', 'David Hausma': 'Stanford University, Department of Political Science'}",58,"555,385",none,
https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3919294,3919294,"Rights, Redistribution, and the Rise of the \'Litigation State\': The Case of Disability Discrimination Laws","Engstrom, D., & Hausman, D. (2021). Rights, Redistribution, and the Rise of the \xe2\x80\x9cLitigation State\xe2\x80\x9d: The Case of Disability Discrimination Laws. Law & Social Inquiry, 46(3), 788-825. doi:10.1017/lsi.2020.25",,2021-Oct-15,None,"{'David Freeman Engstrom': 'Stanford Law School', 'David Hausma': 'Stanford University, Department of Political Science'}",none,none,none,
https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3835246,3835246,Structural Deregulation,"Harvard Law Review, Forthcoming, U of Colorado Law Legal Studies Research Paper No. 21-20",81,2021-Apr-28,2021-Dec-10,"{'Jody Freeman': 'Harvard Law School', 'Sharon Jacobs': 'UC Berkeley School of Law'}",357,"132,269",none,"administrative law, administrative, presidential power, deregulation, president, agencies"
https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2355988,2355988,The Administrative State\'s Passive Virtues,"Administrative Law Review, Vol. 66, 2014",59,2013-Nov-18,2015-May-15,{'Sharon Jacobs': 'UC Berkeley School of Law'},284,"168,556",none,
https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3229255,3229255,The Statutory Separation of Powers,"U of Colorado Law Legal Studies Research Paper No. 18-28, 129 Yale Law Journal 378 (2019)",67,2018-Aug-22,2019-Dec-18,{'Sharon Jacobs': 'UC Berkeley School of Law'},218,"218,494",1,"Energy Law, Separation of Powers, Administrative Law, FERC, DOE"
https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2662924,2662924,The Energy Prosumer,"Ecology Law Quarterly, Forthcoming",59,2015-Sep-21,2016-Oct-30,{'Sharon Jacobs': 'UC Berkeley School of Law'},197,"239,781",5,"energy, distributed generation, demand response"
https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2406684,2406684,Bypassing Federalism and the Administrative Law of Negawatts,"Iowa Law Review, Vol. 100, 2015",61,2014-Mar-10,2015-May-15,{'Sharon Jacobs': 'UC Berkeley School of Law'},157,"291,577",none,
https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2923502,2923502,Administrative Dissents,"William & Mary Law Review, Vol. 59, 2017, U of Colorado Law Legal Studies Research Paper No. 17-7",77,2017-Feb-27,2017-Oct-17,{'Sharon Jacobs': 'UC Berkeley School of Law'},133,"332,928",1,
https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3025887,3025887,Agency Innovation in Vermont Yankee\'s White Space,"Journal of Land Use & Environmental Law, Vol. 32, No. 2, 2017, U of Colorado Law Legal Studies Research Paper No. 17-22",20,2017-Aug-28,2019-Jul-23,"{'Emily S. Bremer': 'Notre Dame Law School', 'Sharon Jacobs': 'UC Berkeley School of Law'}",113,"374,909",1,"Administrative Law, Procedure, Discretion, Environmental, Energy, Administrative Constitutionalism, Due Process"
https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3694705,3694705,Agency Genesis and the Energy Transition,"Forthcoming in Columbia Law Review (2021), U of Colorado Law Legal Studies Research Paper No. 20-50",78,2020-Nov-06,2020-Nov-20,{'Sharon Jacobs': 'UC Berkeley School of Law'},85,"452,241",none,
https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2837467,2837467,Energy Deference,"Harvard Environmental Law Review Forum, Vol. 40, 2016",9,2016-Sep-13,None,{'Sharon Jacobs': 'UC Berkeley School of Law'},48,"604,301",none,"Energy, Electricity, Deference, FERC v EPSA"
https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3420970,3420970,Energy Emergencies vs. Manufactured Crises: The Limits of Federal Authority to Disrupt Power Markets,U of Colorado Law Legal Studies Research Paper No. 19-23,38,2019-Jul-17,2019-Aug-09,"{'Sharon Jacobs': 'UC Berkeley School of Law', 'Ari Peskoe': 'Harvard Electricity Law Initiative'}",43,"631,382",none,"energy, energy law, coal plants, power plants, bailout, emergencies"
https://papers.ssrn.com/sol3/papers.cfm?abstract_id=4368686,4368686,Community Energy Exit,"Duke Law Journal, Vol. 73, No. __, 2023",63,2023-Mar-01,None,"{'Sharon Jacobs': 'UC Berkeley School of Law', 'Dave Owe': 'UC Hastings Law'}",16,"822,689",none,"energy, sustainability, public utility, environment, law, local government"
https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3794018,3794018,How Much Should We Trust Staggered Difference-In-Differences Estimates?,"European Corporate Governance Institute \xe2\x80\x93 Finance Working Paper No. 736/2021, Rock Center for Corporate Governance at Stanford University Working Paper No. 246, Journal of Financial Economics (JFE), Forthcoming",61,2021-Mar-01,2022-Jan-27,"{'Andrew Baker, David F. Larcker': 'Berkeley Law School, Stanford University - Graduate School of Business', 'Charles C. Y. Wang': 'Harvard Business School (HBS)'}","11,562",655,4,"Difference in differences, staggered difference-in-differences designs, generalized difference-in-differences, dynamic treatment effects"
